"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"1583224912";"Sent by Earth: A Message from the Grandmother Spirit After the Bombing of the World Trade Center and the Pentagon";"Alice Walker";"2001";"Seven Stories Press";"http://images.amazon.com/images/P/1583224912.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1583224912.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1583224912.01.LZZZZZZZ.jpg"
"0345351681";"The Journals of Sylvia Plath";"Frances McCullough";"1991";"Ballantine Books";"http://images.amazon.com/images/P/0345351681.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345351681.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345351681.01.LZZZZZZZ.jpg"
"0394555481";"Life and Death in Shanghai";"Nien Cheng";"1987";"Pub Group West";"http://images.amazon.com/images/P/0394555481.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0394555481.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0394555481.01.LZZZZZZZ.jpg"
"0375501525";"By the Light of My Father's Smile";"Alice Walker";"1998";"Random House Trade";"http://images.amazon.com/images/P/0375501525.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375501525.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375501525.01.LZZZZZZZ.jpg"
"067972334X";"The Risk Pool (Vintage Contemporaries)";"Richard Russo";"1989";"Random House";"http://images.amazon.com/images/P/067972334X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067972334X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067972334X.01.LZZZZZZZ.jpg"
"038070840X";"The Twenty-Seventh City";"Jonathan Franzen";"1990";"Harpercollins";"http://images.amazon.com/images/P/038070840X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/038070840X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/038070840X.01.LZZZZZZZ.jpg"
"0060916494";"Tell My Horse : Voodoo and Life in Haiti and Jamaica";"Zora Neale Hurston";"1990";"Perennial";"http://images.amazon.com/images/P/0060916494.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060916494.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060916494.01.LZZZZZZZ.jpg"
"0061082147";"Sleeping at the Magnolia";"Lisa G. Brown";"1997";"HarperTorch";"http://images.amazon.com/images/P/0061082147.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061082147.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061082147.01.LZZZZZZZ.jpg"
"0345321308";"Too Late to Be Good (Ballantine Fiction)";"Craig Jones";"1986";"Ballantine Books";"http://images.amazon.com/images/P/0345321308.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345321308.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345321308.01.LZZZZZZZ.jpg"
"0399142517";"The Echo";"Minette Walters";"1997";"Putnam Publishing Group";"http://images.amazon.com/images/P/0399142517.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0399142517.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0399142517.01.LZZZZZZZ.jpg"
"1568656092";"Amistad";"Alexs Pate";"0";"Bantam Doubleday Dell";"http://images.amazon.com/images/P/1568656092.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1568656092.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1568656092.01.LZZZZZZZ.jpg"
"0306810336";"Jazz in the Bittersweet Blues of Life";"Wynton Marsalis";"2001";"Da Capo Press";"http://images.amazon.com/images/P/0306810336.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0306810336.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0306810336.01.LZZZZZZZ.jpg"
"0380721228";"Tell Me No Secrets";"Joy Fielding";"1994";"Avon";"http://images.amazon.com/images/P/0380721228.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380721228.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380721228.01.LZZZZZZZ.jpg"
"0679728813";"We Are the Stories We Tell: The Best Short Stories by North American Women Since 1945";"Wendy Martin";"1990";"Pantheon Books";"http://images.amazon.com/images/P/0679728813.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679728813.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679728813.01.LZZZZZZZ.jpg"
"0881030376";"Of Mice and Men (Penguin Great Books of the 20th Century)";"John Steinbeck";"1999";"Sagebrush Bound";"http://images.amazon.com/images/P/0881030376.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0881030376.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0881030376.01.LZZZZZZZ.jpg"
"0439087929";"Just the Two of Us";"Will Smith";"2001";"Scholastic";"http://images.amazon.com/images/P/0439087929.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0439087929.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0439087929.01.LZZZZZZZ.jpg"
"067146812X";"WATER METHOD MAN";"John Irving";"1982";"Pocket";"http://images.amazon.com/images/P/067146812X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067146812X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067146812X.01.LZZZZZZZ.jpg"
"0307119416";"Me Too! (A Golden Look-Look Book)";"MERCER MAYER";"2001";"Golden Books";"http://images.amazon.com/images/P/0307119416.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0307119416.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0307119416.01.LZZZZZZZ.jpg"
"0671034294";"The Chimney Sweeper's Boy";"Barbara Vine";"1999";"Pocket";"http://images.amazon.com/images/P/0671034294.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671034294.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671034294.01.LZZZZZZZ.jpg"
"0385334583";"Giovanni's Room";"James Baldwin";"2000";"Delta";"http://images.amazon.com/images/P/0385334583.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385334583.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385334583.01.LZZZZZZZ.jpg"
"0866224548";"Step by Step Book About Our First Aquarium";"Anmarie Barrie";"1987";"TFH Publications";"http://images.amazon.com/images/P/0866224548.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0866224548.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0866224548.01.LZZZZZZZ.jpg"
"0486400611";"The Waste Land, Prufrock and Other Poems (Dover Thrift Editions)";"T. S. Eliot";"1998";"Dover Publications";"http://images.amazon.com/images/P/0486400611.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486400611.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486400611.01.LZZZZZZZ.jpg"
"0440428130";"Freckle Juice";"JUDY BLUME";"1978";"Yearling";"http://images.amazon.com/images/P/0440428130.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440428130.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440428130.01.LZZZZZZZ.jpg"
"0446674362";"The Black Dahlia";"James Ellroy";"1998";"Warner Books";"http://images.amazon.com/images/P/0446674362.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446674362.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446674362.01.LZZZZZZZ.jpg"
"0395510104";"The Fit or Fat Woman";"Covert Bailey";"1989";"Houghton Mifflin";"http://images.amazon.com/images/P/0395510104.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395510104.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395510104.01.LZZZZZZZ.jpg"
"0394829085";"The Berenstain Bears' New Baby (Pictureback Series)";"Stan Berenstain";"1974";"Random House Children's Books";"http://images.amazon.com/images/P/0394829085.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0394829085.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0394829085.01.LZZZZZZZ.jpg"
"0435083716";"Developments in Elementary Mathematics Teaching";"Ann Elisabeth Sawyer";"1995";"Heinemann";"http://images.amazon.com/images/P/0435083716.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0435083716.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0435083716.01.LZZZZZZZ.jpg"
"0696206366";"The New Decorating Book (Better Homes and Gardens(R))";"Denise L. Caringer";"1997";"Better Homes and Gardens Books";"http://images.amazon.com/images/P/0696206366.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0696206366.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0696206366.01.LZZZZZZZ.jpg"
"0316073016";"Bad Boy Brawly Brown: An Easy Rawlins Mystery";"Walter Mosley";"2002";"Little, Brown";"http://images.amazon.com/images/P/0316073016.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316073016.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316073016.01.LZZZZZZZ.jpg"
"087131925X";"Dr. Atkins' New Diet Cookbook";"Fran Gare";"2000";"M Evans &amp; Co";"http://images.amazon.com/images/P/087131925X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/087131925X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/087131925X.01.LZZZZZZZ.jpg"
"0684863472";"A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story";"Dave Eggers";"2000";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0684863472.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684863472.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684863472.01.LZZZZZZZ.jpg"
"0449149846";"Sweet Summer: Growing Up With &amp; Without My Dad";"Bebe Moore Campbell";"1996";"Ballantine Books";"http://images.amazon.com/images/P/0449149846.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449149846.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449149846.01.LZZZZZZZ.jpg"
"0694523674";"The Sky is Falling";"Sidney Sheldon";"2000";"HarperAudio";"http://images.amazon.com/images/P/0694523674.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0694523674.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0694523674.01.LZZZZZZZ.jpg"
"1559353163";"Mars and Venus: Connecting With Your Soul Mate";"John, Phd Gray";"1999";"Soundelux Audio Publishing";"http://images.amazon.com/images/P/1559353163.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1559353163.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1559353163.01.LZZZZZZZ.jpg"
"0689821689";"M C HIGGINS THE GREAT (Aladdin Fiction)";"Virginia Hamilton";"1998";"Aladdin";"http://images.amazon.com/images/P/0689821689.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0689821689.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0689821689.01.LZZZZZZZ.jpg"
"0064405761";"The Daydreamer";"Ian McEwan";"1996";"HarperTrophy";"http://images.amazon.com/images/P/0064405761.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0064405761.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0064405761.01.LZZZZZZZ.jpg"
"0030850746";"The Bluest Eye: A Novel";"Toni Morrison";"1970";"Smithmark Pub";"http://images.amazon.com/images/P/0030850746.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0030850746.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0030850746.01.LZZZZZZZ.jpg"
"1580173128";"101 Perfect Chocolate Chip Cookies";"Gwen Steege";"2000";"Storey Books";"http://images.amazon.com/images/P/1580173128.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1580173128.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1580173128.01.LZZZZZZZ.jpg"
"0679804196";"The Berenstain Bears and the Slumber Party (First Time Books)";"Stan Berenstain";"1990";"Random House Children's Books";"http://images.amazon.com/images/P/0679804196.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679804196.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679804196.01.LZZZZZZZ.jpg"
"030711886X";"Merry Christmas Mom and Dad (A Golden Look-Look Book)";"Mercer Mayer";"1999";"Golden Books";"http://images.amazon.com/images/P/030711886X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/030711886X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/030711886X.01.LZZZZZZZ.jpg"
"030796017X";"Just Say Please (Mercer Mayer's Little Critter (Hardcover))";"MERCER MAYER";"2001";"Golden Books";"http://images.amazon.com/images/P/030796017X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/030796017X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/030796017X.01.LZZZZZZZ.jpg"
"0816714649";"Adventures of Huckleberry Finn (Watermill)";"Mark Twain";"1988";"Troll Communications";"http://images.amazon.com/images/P/0816714649.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0816714649.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0816714649.01.LZZZZZZZ.jpg"
"0312269951";"Starting over";"Robin Pilcher";"2002";"Thomas Dunne Books";"http://images.amazon.com/images/P/0312269951.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312269951.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312269951.01.LZZZZZZZ.jpg"
"0525946446";"Pen Pals";"Olivia Goldsmith";"2002";"Dutton Books";"http://images.amazon.com/images/P/0525946446.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0525946446.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0525946446.01.LZZZZZZZ.jpg"
"0812934539";"Stanley Newman's Coffee Time Word Games";"Stanley Newman";"2002";"Random House Puzzles &amp; Games";"http://images.amazon.com/images/P/0812934539.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812934539.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812934539.01.LZZZZZZZ.jpg"
"078686947X";"Heartsongs";"Mattie J.T. Stepanek";"2002";"Hyperion";"http://images.amazon.com/images/P/078686947X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/078686947X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/078686947X.01.LZZZZZZZ.jpg"
"0425089770";"Dinner Homesick Rest";"Anne Tyler";"1985";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425089770.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425089770.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425089770.01.LZZZZZZZ.jpg"
"0449300234";"No Longer at Ease";"Chinua Achebe";"1990";"Fawcett Books";"http://images.amazon.com/images/P/0449300234.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449300234.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449300234.01.LZZZZZZZ.jpg"
"0618082352";"A Book of Reasons";"John Vernon";"2000";"Mariner Books";"http://images.amazon.com/images/P/0618082352.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618082352.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618082352.01.LZZZZZZZ.jpg"
"0815106653";"The Pediatric Drug Handbook";"William E. Benitz";"1995";"C.V. Mosby";"http://images.amazon.com/images/P/0815106653.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0815106653.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0815106653.01.LZZZZZZZ.jpg"
"1559275626";"Secrets About Life Every Woman Should Know";"Barbara De Angelis";"1999";"Audio Renaissance";"http://images.amazon.com/images/P/1559275626.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1559275626.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1559275626.01.LZZZZZZZ.jpg"
"1558743618";"Bedtime Stories for Grown-Ups";"Sue Gallehugh";"1995";"Health Communications";"http://images.amazon.com/images/P/1558743618.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1558743618.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1558743618.01.LZZZZZZZ.jpg"
"1582340609";"Homework";"Suneeta Peres Da Costa";"1999";"Bloomsbury Publishing (NY)";"http://images.amazon.com/images/P/1582340609.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1582340609.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1582340609.01.LZZZZZZZ.jpg"
"0590956175";"The Best Way to Play (A Little Bill Book for Beginning Readers)";"Bill Cosby";"1997";"Cartwheel Books";"http://images.amazon.com/images/P/0590956175.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0590956175.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0590956175.01.LZZZZZZZ.jpg"
"0880299185";"Wuthering Heights";"Emily Bronte";"1992";"Barnes &amp; Noble";"http://images.amazon.com/images/P/0880299185.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0880299185.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0880299185.01.LZZZZZZZ.jpg"
"0451167724";"How to Get Control of Your Time and Your Life";"Alan Lakein";"1996";"Signet Book";"http://images.amazon.com/images/P/0451167724.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451167724.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451167724.01.LZZZZZZZ.jpg"
"0671434578";"Rolling Stone Encyclopedia of Rock and Roll";"Rolling Stone Magazine";"1983";"Rolling Stone Press/Summit Books";"http://images.amazon.com/images/P/0671434578.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671434578.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671434578.01.LZZZZZZZ.jpg"
"0060976454";"In the Spirit";"Susan L. Taylor";"1994";"Perennial";"http://images.amazon.com/images/P/0060976454.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060976454.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060976454.01.LZZZZZZZ.jpg"
"0590463608";"The Seven Days of Kwanzaa";"Angela Shelf Medearis";"1997";"Scholastic";"http://images.amazon.com/images/P/0590463608.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0590463608.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0590463608.01.LZZZZZZZ.jpg"
"0517702428";"Zenzele: A Letter for My Daughter";"J. Nozipo Maraire";"1996";"Random House Inc";"http://images.amazon.com/images/P/0517702428.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0517702428.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0517702428.01.LZZZZZZZ.jpg"
"0936609338";"Iron House: Stories from the Yard";"Jerome Washington";"1994";"Q.E.D. Press";"http://images.amazon.com/images/P/0936609338.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0936609338.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0936609338.01.LZZZZZZZ.jpg"
"0671890298";"1,001 Ideas for Science Projects";"Marion A., Ph.D. Brisk";"1994";"Prentice Hall (K-12)";"http://images.amazon.com/images/P/0671890298.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671890298.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671890298.01.LZZZZZZZ.jpg"
"0671791583";"DEALING WITH THE IDIOTS IN YOUR LIFE";"Jim Benton";"1993";"Fireside";"http://images.amazon.com/images/P/0671791583.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671791583.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671791583.01.LZZZZZZZ.jpg"
"078686298X";"The Big Picture";"Douglas Kennedy";"1997";"Hyperion Books";"http://images.amazon.com/images/P/078686298X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/078686298X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/078686298X.01.LZZZZZZZ.jpg"
"0671743279";"Pandora's Box";"Elizabeth Gage";"1996";"Pocket Books";"http://images.amazon.com/images/P/0671743279.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671743279.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671743279.01.LZZZZZZZ.jpg"
"0140042172";"Sons and Lovers";"D. H. Lawrence";"1976";"Penguin USA";"http://images.amazon.com/images/P/0140042172.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140042172.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140042172.01.LZZZZZZZ.jpg"
"0486287386";"Up from Slavery (Dover Thrift Editions)";"Booker T. Washington";"1995";"Dover Publications";"http://images.amazon.com/images/P/0486287386.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486287386.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486287386.01.LZZZZZZZ.jpg"
"0942237218";"Tasty Holiday Gifts";"Leisure Arts";"1993";"Leisure Arts Inc.";"http://images.amazon.com/images/P/0942237218.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0942237218.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0942237218.01.LZZZZZZZ.jpg"
"0942237358";"Quick Gifts of Good Taste (Memories in the Making Series)";"Anne Van Wagner Childs (Editor)";"1994";"Leisure Arts Inc.";"http://images.amazon.com/images/P/0942237358.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0942237358.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0942237358.01.LZZZZZZZ.jpg"
"013975525X";"Miracle Healing Herbs";"John Heinerman";"1998";"Prentice Hall Direct";"http://images.amazon.com/images/P/013975525X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/013975525X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/013975525X.01.LZZZZZZZ.jpg"
"0743202228";"A Mind at a Time";"Mel Levine";"2002";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0743202228.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743202228.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743202228.01.LZZZZZZZ.jpg"
"0935906037";"Something to Someone";"Javan";"1984";"Javan Press";"http://images.amazon.com/images/P/0935906037.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0935906037.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0935906037.01.LZZZZZZZ.jpg"
"0425115828";"Sisters in Crime";"Marilyn Wallace";"1995";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425115828.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425115828.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425115828.01.LZZZZZZZ.jpg"
"0375404740";"By the Light of My Father's Smile";"Alice Walker";"1998";"Random House Audio";"http://images.amazon.com/images/P/0375404740.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375404740.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375404740.01.LZZZZZZZ.jpg"
"0393047016";"Black Genius: African American Solutions to African American";"Walter Mosley";"1999";"W.W. Norton &amp; Company";"http://images.amazon.com/images/P/0393047016.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0393047016.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0393047016.01.LZZZZZZZ.jpg"
"1557739749";"The Encyclopedia of Serial Killers";"Brian Lane";"1994";"Diamond/Charter";"http://images.amazon.com/images/P/1557739749.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1557739749.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1557739749.01.LZZZZZZZ.jpg"
"1888173084";"One's Company (Common Reader Editions)";"Barbara Holland";"2000";"Trafalgar Square";"http://images.amazon.com/images/P/1888173084.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1888173084.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1888173084.01.LZZZZZZZ.jpg"
"1892051060";"Guinness World Records 2002";"Guinness World Records";"2001";"Time-Life Books Inc";"http://images.amazon.com/images/P/1892051060.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1892051060.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1892051060.01.LZZZZZZZ.jpg"
"1883013348";"Great People of the 20th Century";"Time";"1998";"Time-Life Books";"http://images.amazon.com/images/P/1883013348.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1883013348.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1883013348.01.LZZZZZZZ.jpg"
"1561386901";"Secrets of Serenity: A Treasury of Inspiration";"Running Press";"1996";"Running Press Book Publishers";"http://images.amazon.com/images/P/1561386901.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1561386901.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1561386901.01.LZZZZZZZ.jpg"
"0826201903";"Chester Himes: A Critical Appraisal";"Stephen F. Milliken";"1976";"Univ of Missouri Pr";"http://images.amazon.com/images/P/0826201903.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0826201903.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0826201903.01.LZZZZZZZ.jpg"
"0671035304";"She";"Saul Williams";"1999";"MTV";"http://images.amazon.com/images/P/0671035304.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671035304.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671035304.01.LZZZZZZZ.jpg"
"0895864991";"Baking Cakes Cookies Breads Pastries";"Arnold Zabert";"1987";"Berkley Pub Group";"http://images.amazon.com/images/P/0895864991.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0895864991.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0895864991.01.LZZZZZZZ.jpg"
"0446517534";"Superfoods: 300 Recipes for Foods That Heal Body and Mind";"Dolores Riccio";"1993";"Warner Books";"http://images.amazon.com/images/P/0446517534.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446517534.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446517534.01.LZZZZZZZ.jpg"
"0877221677";"The Resurgence of Race: Black Social Theory from Reconstruction to the Pan-African Conference";"William. Toll";"1979";"Temple Univ Pr";"http://images.amazon.com/images/P/0877221677.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0877221677.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0877221677.01.LZZZZZZZ.jpg"
"0870679880";"Black Girl Lost";"Donald Goines";"1999";"Holloway House Publishing Company";"http://images.amazon.com/images/P/0870679880.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0870679880.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0870679880.01.LZZZZZZZ.jpg"
"0684818426";"LIL MAMAS RULES : A NOVEL";"Sheneska Jackson";"1997";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0684818426.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684818426.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684818426.01.LZZZZZZZ.jpg"
"1879958236";"Celebrating Our Mothers' Kitchens: Treasured Memories and Tested Recipes";"National Council of Negro Women";"1994";"Wimmer Cookbooks";"http://images.amazon.com/images/P/1879958236.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1879958236.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1879958236.01.LZZZZZZZ.jpg"
"0671796291";"The Black Family Reunion Cookbook : Recipes and Food Memories";"National Council of Negro Women";"1993";"Fireside";"http://images.amazon.com/images/P/0671796291.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671796291.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671796291.01.LZZZZZZZ.jpg"
